GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,BTBGA,ABDPE001
"G3200150","2010-2014","NV",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32015","Lander County, Nevada",,,76558
"G3200170","2010-2014","NV",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32017","Lincoln County, Nevada",,,40550
"G3200190","2010-2014","NV",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32019","Lyon County, Nevada",,,47143
"G3200210","2010-2014","NV",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32021","Mineral County, Nevada",,,38664
"G3200230","2010-2014","NV",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32023","Nye County, Nevada",,,41757
"G3200270","2010-2014","NV",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32027","Pershing County, Nevada",,,48165
"G3200290","2010-2014","NV",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32029","Storey County, Nevada",,,64835
"G3200310","2010-2014","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",,,52910
"G3200330","2010-2014","NV",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32033","White Pine County, Nevada",,,55337
"G3205100","2010-2014","NV",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32510","Carson City, Nevada",,,50108
"G3300010","2010-2014","NH",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33001","Belknap County, New Hampshire",,,60782
"G3300030","2010-2014","NH",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33003","Carroll County, New Hampshire",,,52393
"G3300050","2010-2014","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",,,56139
"G3300070","2010-2014","NH",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33007","Coos County, New Hampshire",,,42407
"G3300090","2010-2014","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",,,55045
"G3300110","2010-2014","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",,,70906
"G3300130","2010-2014","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",,,65226
"G3300150","2010-2014","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",,,79368
"G3300170","2010-2014","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",,,59580
"G3300190","2010-2014","NH",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33019","Sullivan County, New Hampshire",,,56851
"G3400010","2010-2014","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",,,54392
"G3400030","2010-2014","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",,,83686
"G3400050","2010-2014","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",,,79612
"G3400070","2010-2014","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",,,61842
"G3400090","2010-2014","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",,,57394
"G3400110","2010-2014","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",,,50603
"G3400130","2010-2014","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",,,54499
"G3400150","2010-2014","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",,,76213
"G3400170","2010-2014","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",,,58973
"G3400190","2010-2014","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",,,106519
"G3400210","2010-2014","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",,,74118
"G3400230","2010-2014","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",,,80118
"G3400250","2010-2014","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",,,85605
"G3400270","2010-2014","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",,,99142
"G3400290","2010-2014","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",,,61839
"G3400310","2010-2014","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",,,59513
"G3400330","2010-2014","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",,,60768
"G3400350","2010-2014","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",,,100903
"G3400370","2010-2014","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",,,87397
"G3400390","2010-2014","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",,,69396
"G3400410","2010-2014","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",,,70934
"G3500010","2010-2014","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",,,48390
"G3500030","2010-2014","NM",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35003","Catron County, New Mexico",,,39342
"G3500050","2010-2014","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",,,40541
"G3500060","2010-2014","NM",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35006","Cibola County, New Mexico",,,36279
"G3500070","2010-2014","NM",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35007","Colfax County, New Mexico",,,35189
"G3500090","2010-2014","NM",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35009","Curry County, New Mexico",,,40318
"G3500110","2010-2014","NM",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35011","De Baca County, New Mexico",,,37961
"G3500130","2010-2014","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",,,38426
"G3500150","2010-2014","NM",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35015","Eddy County, New Mexico",,,51303
"G3500170","2010-2014","NM",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35017","Grant County, New Mexico",,,38923
"G3500190","2010-2014","NM",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35019","Guadalupe County, New Mexico",,,27957
"G3500210","2010-2014","NM",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35021","Harding County, New Mexico",,,31500
"G3500230","2010-2014","NM",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35023","Hidalgo County, New Mexico",,,35048
"G3500250","2010-2014","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",,,55248
"G3500270","2010-2014","NM",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35027","Lincoln County, New Mexico",,,41710
"G3500280","2010-2014","NM",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35028","Los Alamos County, New Mexico",,,105989
"G3500290","2010-2014","NM",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35029","Luna County, New Mexico",,,28489
"G3500310","2010-2014","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",,,29812
"G3500330","2010-2014","NM",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35033","Mora County, New Mexico",,,24425
"G3500350","2010-2014","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",,,40614
"G3500370","2010-2014","NM",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35037","Quay County, New Mexico",,,29042
"G3500390","2010-2014","NM",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35039","Rio Arriba County, New Mexico",,,38635
"G3500410","2010-2014","NM",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35041","Roosevelt County, New Mexico",,,36567
"G3500430","2010-2014","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",,,57092
"G3500450","2010-2014","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",,,48824
"G3500470","2010-2014","NM",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35047","San Miguel County, New Mexico",,,28292
"G3500490","2010-2014","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",,,52958
"G3500510","2010-2014","NM",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35051","Sierra County, New Mexico",,,28855
"G3500530","2010-2014","NM",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35053","Socorro County, New Mexico",,,33570
"G3500550","2010-2014","NM",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35055","Taos County, New Mexico",,,35823
"G3500570","2010-2014","NM",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35057","Torrance County, New Mexico",,,34720
"G3500590","2010-2014","NM",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35059","Union County, New Mexico",,,36176
"G3500610","2010-2014","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",,,42012
"G3600010","2010-2014","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",,,59940
"G3600030","2010-2014","NY",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36003","Allegany County, New York",,,42726
"G3600050","2010-2014","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",,,34284
"G3600070","2010-2014","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",,,46368
"G3600090","2010-2014","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",,,43503
"G3600110","2010-2014","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",,,51792
"G3600130","2010-2014","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",,,42720
"G3600150","2010-2014","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",,,49685
"G3600170","2010-2014","NY",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36017","Chenango County, New York",,,44427
"G3600190","2010-2014","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",,,50985
"G3600210","2010-2014","NY",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36021","Columbia County, New York",,,58625
"G3600230","2010-2014","NY",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36023","Cortland County, New York",,,48404
"G3600250","2010-2014","NY",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36025","Delaware County, New York",,,44183
"G3600270","2010-2014","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",,,72471
"G3600290","2010-2014","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",,,51050
"G3600310","2010-2014","NY",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36031","Essex County, New York",,,50322
"G3600330","2010-2014","NY",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36033","Franklin County, New York",,,47110
"G3600350","2010-2014","NY",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36035","Fulton County, New York",,,45722
"G3600370","2010-2014","NY",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36037","Genesee County, New York",,,50573
"G3600390","2010-2014","NY",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36039","Greene County, New York",,,49864
"G3600410","2010-2014","NY",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36041","Hamilton County, New York",,,52939
"G3600430","2010-2014","NY",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36043","Herkimer County, New York",,,45649
"G3600450","2010-2014","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",,,48613
"G3600470","2010-2014","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",,,46958
"G3600490","2010-2014","NY",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36049","Lewis County, New York",,,46990
"G3600510","2010-2014","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",,,52200
"G3600530","2010-2014","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",,,53584
"G3600550","2010-2014","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",,,52501
"G3600570","2010-2014","NY",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36057","Montgomery County, New York",,,44167
"G3600590","2010-2014","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",,,98401
"G3600610","2010-2014","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",,,71656
"G3600630","2010-2014","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",,,49091
"G3600650","2010-2014","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",,,48931
"G3600670","2010-2014","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",,,54498
"G3600690","2010-2014","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",,,57318
"G3600710","2010-2014","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",,,70794
"G3600730","2010-2014","NY",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36073","Orleans County, New York",,,48015
"G3600750","2010-2014","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",,,47646
"G3600770","2010-2014","NY",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36077","Otsego County, New York",,,47884
"G3600790","2010-2014","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",,,96262
"G3600810","2010-2014","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",,,57210
"G3600830","2010-2014","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",,,60140
"G3600850","2010-2014","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",,,74043
"G3600870","2010-2014","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",,,85808
"G3600890","2010-2014","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",,,44454
"G3600910","2010-2014","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",,,70581
"G3600930","2010-2014","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",,,57025
"G3600950","2010-2014","NY",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36095","Schoharie County, New York",,,51873
"G3600970","2010-2014","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097","Schuyler County, New York",,,49225
"G3600990","2010-2014","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099","Seneca County, New York",,,48932
"G3601010","2010-2014","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",,,47733
"G3601030","2010-2014","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",,,88323
"G3601050","2010-2014","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",,,49388
"G3601070","2010-2014","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107","Tioga County, New York",,,56167
"G3601090","2010-2014","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",,,52836
"G3601110","2010-2014","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",,,58592
"G3601130","2010-2014","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",,,56601
"G3601150","2010-2014","NY",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36115","Washington County, New York",,,51494
"G3601170","2010-2014","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",,,51597
"G3601190","2010-2014","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",,,83422
"G3601210","2010-2014","NY",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36121","Wyoming County, New York",,,53012
"G3601230","2010-2014","NY",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36123","Yates County, New York",,,50061
"G3700010","2010-2014","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",,,42592
"G3700030","2010-2014","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003","Alexander County, North Carolina",,,41676
"G3700050","2010-2014","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005","Alleghany County, North Carolina",,,35319
"G3700070","2010-2014","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007","Anson County, North Carolina",,,33388
"G3700090","2010-2014","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009","Ashe County, North Carolina",,,36244
"G3700110","2010-2014","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011","Avery County, North Carolina",,,38138
"G3700130","2010-2014","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013","Beaufort County, North Carolina",,,40671
"G3700150","2010-2014","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015","Bertie County, North Carolina",,,29388
"G3700170","2010-2014","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017","Bladen County, North Carolina",,,29532
"G3700190","2010-2014","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",,,46955
"G3700210","2010-2014","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",,,45642
"G3700230","2010-2014","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",,,37735
"G3700250","2010-2014","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",,,53935
"G3700270","2010-2014","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",,,34853
"G3700290","2010-2014","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029","Camden County, North Carolina",,,62194
"G3700310","2010-2014","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",,,47179
"G3700330","2010-2014","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033","Caswell County, North Carolina",,,38318
"G3700350","2010-2014","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",,,45397
"G3700370","2010-2014","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",,,57140
"G3700390","2010-2014","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039","Cherokee County, North Carolina",,,34507
"G3700410","2010-2014","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041","Chowan County, North Carolina",,,37154
"G3700430","2010-2014","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043","Clay County, North Carolina",,,36089
"G3700450","2010-2014","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",,,39197
"G3700470","2010-2014","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047","Columbus County, North Carolina",,,34597
"G3700490","2010-2014","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",,,47295
"G3700510","2010-2014","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",,,44778
"G3700530","2010-2014","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053","Currituck County, North Carolina",,,58676
