GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNBE001,RNBE002,RNBE003,RNBE004,RNBE005,RNBE006,RNBE007,RNBE008,NAME_M,RNBM001,RNBM002,RNBM003,RNBM004,RNBM005,RNBM006,RNBM007,RNBM008
"G3600970","2005-2009","NY",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36097","Schuyler County, New York",18389,774,1049,825,994,1696,979,12072,"Schuyler County, New York",325,222,185,282,268,439,309,563
"G3600990","2005-2009","NY",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36099","Seneca County, New York",31303,1306,2886,1802,1425,2112,993,20779,"Seneca County, New York",352,276,553,383,246,365,240,776
"G3601010","2005-2009","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",95431,4979,8177,5494,5570,6716,2643,61852,"Steuben County, New York",283,654,776,707,708,535,409,1041
"G3601030","2005-2009","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1481348,38260,41203,27273,31552,54881,24491,1263688,"Suffolk County, New York",4374,2723,2710,2745,2530,3295,2222,6647
"G3601050","2005-2009","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",72633,5116,5568,4073,3897,4618,1837,47524,"Sullivan County, New York",781,673,764,723,696,757,494,1444
"G3601070","2005-2009","NY",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36107","Tioga County, New York",49783,2713,2266,1758,2934,2841,1458,35813,"Tioga County, New York",231,467,372,390,524,449,342,980
"G3601090","2005-2009","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",88186,10985,6836,2813,2702,5928,2492,56430,"Tompkins County, New York",1102,1136,858,571,524,917,526,1216
"G3601110","2005-2009","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",173860,9422,10826,5193,6927,8989,3894,128609,"Ulster County, New York",595,1200,1135,763,991,1162,683,1996
"G3601130","2005-2009","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",63923,2159,4347,2034,2453,3562,2362,47006,"Warren County, New York",534,382,715,412,478,658,588,1366
"G3601150","2005-2009","NY",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36115","Washington County, New York",58454,2016,4956,2499,2895,3841,2215,40032,"Washington County, New York",351,385,764,520,544,663,495,1093
"G3601170","2005-2009","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",90028,4277,5605,2866,4248,5273,3114,64645,"Wayne County, New York",391,801,746,546,661,735,791,1342
"G3601190","2005-2009","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",925712,32804,40261,25657,26737,35790,16484,747979,"Westchester County, New York",3468,2114,2792,2254,2426,2507,1706,5255
"G3601210","2005-2009","NY",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36121","Wyoming County, New York",37042,1495,2401,1492,1651,2662,1311,26030,"Wyoming County, New York",364,259,378,289,332,387,332,708
"G3601230","2005-2009","NY",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US36123","Yates County, New York",22915,1371,1608,1343,1364,1768,557,14904,"Yates County, New York",463,401,327,300,310,342,221,685
"G3700010","2005-2009","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",140792,8727,12583,7391,7919,10841,4771,88560,"Alamance County, North Carolina",781,1094,1614,1186,1156,1450,898,2070
"G3700030","2005-2009","NC",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37003","Alexander County, North Carolina",36212,1984,3387,2208,1786,2391,1417,23039,"Alexander County, North Carolina",52,578,771,636,563,655,482,1139
"G3700050","2005-2009","NC",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37005","Alleghany County, North Carolina",10905,921,1964,907,575,835,443,5260,"Alleghany County, North Carolina",127,411,754,276,183,297,270,961
"G3700070","2005-2009","NC",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37007","Anson County, North Carolina",22548,1431,3278,1691,1576,2328,540,11704,"Anson County, North Carolina",738,437,697,502,523,652,273,963
"G3700090","2005-2009","NC",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37009","Ashe County, North Carolina",24932,1332,2832,1436,2317,1868,768,14379,"Ashe County, North Carolina",220,372,621,441,529,526,321,988
"G3700110","2005-2009","NC",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37011","Avery County, North Carolina",16085,659,1456,1224,1323,1764,464,9195,"Avery County, North Carolina",450,283,498,471,384,537,210,691
"G3700130","2005-2009","NC",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37013","Beaufort County, North Carolina",45333,2537,4887,3559,2546,2994,1800,27010,"Beaufort County, North Carolina",529,544,774,801,454,604,461,1026
"G3700150","2005-2009","NC",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37015","Bertie County, North Carolina",18709,1816,2398,1888,1099,2043,451,9014,"Bertie County, North Carolina",153,523,614,585,363,536,193,661
"G3700170","2005-2009","NC",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37017","Bladen County, North Carolina",31580,3518,4543,2282,2034,2315,962,15926,"Bladen County, North Carolina",559,765,833,727,511,514,345,1066
"G3700190","2005-2009","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",97342,4625,7430,5358,4976,7235,3293,64425,"Brunswick County, North Carolina",575,830,1374,1065,866,1129,703,1964
"G3700210","2005-2009","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",219288,11304,18932,10213,11663,16632,7218,143326,"Buncombe County, North Carolina",622,1176,2017,1038,1265,1719,1192,2786
"G3700230","2005-2009","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",86530,6064,8596,5527,6462,7986,2889,49006,"Burke County, North Carolina",574,899,996,838,1035,1035,618,1639
"G3700250","2005-2009","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",159879,7120,10341,5540,7040,10182,4549,115107,"Cabarrus County, North Carolina",470,1156,1448,814,1069,1519,878,1803
"G3700270","2005-2009","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",77786,5429,6813,3847,4782,5707,2297,48911,"Caldwell County, North Carolina",678,930,823,607,723,764,565,1484
"G3700290","2005-2009","NC",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37029","Camden County, North Carolina",9321,153,544,323,540,332,151,7278,"Camden County, North Carolina",58,141,370,221,381,238,110,553
"G3700310","2005-2009","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",62478,2789,4490,3906,2707,3509,1506,43571,"Carteret County, North Carolina",376,547,825,728,608,581,478,1233
"G3700330","2005-2009","NC",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37033","Caswell County, North Carolina",21672,1525,3014,1231,1345,1659,884,12014,"Caswell County, North Carolina",344,410,663,351,343,387,257,829
"G3700350","2005-2009","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",152526,6787,11891,8843,7436,12034,5171,100364,"Catawba County, North Carolina",502,762,1298,1228,1105,1608,1065,2493
"G3700370","2005-2009","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",60513,2323,4950,2265,3032,3322,2041,42580,"Chatham County, North Carolina",356,538,998,665,778,728,658,1235
"G3700390","2005-2009","NC",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37039","Cherokee County, North Carolina",25753,1309,2459,1144,1724,2642,1053,15422,"Cherokee County, North Carolina",237,336,493,517,471,637,460,932
"G3700410","2005-2009","NC",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37041","Chowan County, North Carolina",14382,1313,1364,817,787,1119,472,8510,"Chowan County, North Carolina",212,411,341,342,270,435,304,667
"G3700430","2005-2009","NC",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37043","Clay County, North Carolina",9756,524,1254,782,706,739,196,5555,"Clay County, North Carolina",177,230,434,456,275,351,141,617
"G3700450","2005-2009","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",95407,7881,9947,5351,5871,6256,2979,57122,"Cleveland County, North Carolina",852,1052,1225,906,952,897,676,1791
"G3700470","2005-2009","NC",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37047","Columbus County, North Carolina",52825,5377,6589,3922,3216,3492,1147,29082,"Columbus County, North Carolina",368,795,975,797,587,720,369,1159
"G3700490","2005-2009","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",90477,6272,7226,4531,4242,6045,2940,59221,"Craven County, North Carolina",1213,922,1072,781,757,839,677,1736
"G3700510","2005-2009","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",291412,21181,28065,14175,16979,22753,9390,178869,"Cumberland County, North Carolina",2937,1839,2087,1426,1785,1929,1315,3358
"G3700530","2005-2009","NC",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37053","Currituck County, North Carolina",23605,1100,852,972,996,1011,567,18107,"Currituck County, North Carolina",148,257,313,419,399,367,284,771
"G3700550","2005-2009","NC",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37055","Dare County, North Carolina",33512,1245,1940,1414,1123,1781,1085,24924,"Dare County, North Carolina",322,365,542,442,326,445,362,742
"G3700570","2005-2009","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",153749,9152,12540,7715,8228,11161,4885,100068,"Davidson County, North Carolina",394,1231,1326,1102,1244,1479,827,2363
"G3700590","2005-2009","NC",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37059","Davie County, North Carolina",39920,1452,2917,1400,2026,2610,1163,28352,"Davie County, North Carolina",178,442,758,542,630,659,497,1076
"G3700610","2005-2009","NC",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37061","Duplin County, North Carolina",51297,4095,7904,4336,4235,5245,1669,23813,"Duplin County, North Carolina",367,1084,1106,908,929,812,512,1105
"G3700630","2005-2009","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",243141,17376,18560,9204,9726,18288,6230,163757,"Durham County, North Carolina",3051,1657,1698,999,1342,1870,1101,2942
"G3700650","2005-2009","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065","Edgecombe County, North Carolina",50206,5455,6745,3849,3413,5169,1802,23773,"Edgecombe County, North Carolina",1162,1042,975,829,733,982,623,1521
"G3700670","2005-2009","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",337173,21199,28252,14936,13180,21814,9372,228420,"Forsyth County, North Carolina",994,1599,2155,1648,1533,1825,1360,3033
"G3700690","2005-2009","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",55411,3452,4658,2695,3213,3623,1633,36137,"Franklin County, North Carolina",782,883,766,637,782,822,452,1427
"G3700710","2005-2009","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",198877,13200,16718,12786,10049,14434,5516,126174,"Gaston County, North Carolina",768,1479,1660,1696,1414,1494,960,2614
"G3700730","2005-2009","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073","Gates County, North Carolina",11173,776,1266,387,473,679,465,7127,"Gates County, North Carolina",322,247,437,186,219,393,229,703
"G3700750","2005-2009","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075","Graham County, North Carolina",7786,663,996,479,838,1179,213,3418,"Graham County, North Carolina",188,338,294,227,368,446,137,504
"G3700770","2005-2009","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077","Granville County, North Carolina",52138,2388,3834,2927,1929,4254,1604,35202,"Granville County, North Carolina",472,606,866,662,610,917,724,1500
"G3700790","2005-2009","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079","Greene County, North Carolina",18426,1292,2306,1635,1223,1081,557,10332,"Greene County, North Carolina",323,501,517,501,523,359,330,868
"G3700810","2005-2009","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",449684,31208,38218,18913,19790,30574,13921,297060,"Guilford County, North Carolina",1341,2711,2545,1407,1911,1922,1298,4171
"G3700830","2005-2009","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083","Halifax County, North Carolina",53744,4884,8553,3395,4127,4730,1697,26358,"Halifax County, North Carolina",276,850,1036,742,623,865,514,1181
"G3700850","2005-2009","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",103772,7675,9476,6616,5713,8161,4011,62120,"Harnett County, North Carolina",2158,1110,1190,879,781,1255,821,2111
"G3700870","2005-2009","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087","Haywood County, North Carolina",55503,2553,4472,2765,3171,4978,1396,36168,"Haywood County, North Carolina",725,625,708,482,876,802,381,1513
"G3700890","2005-2009","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",97707,3571,8263,4475,5083,6037,2867,67411,"Henderson County, North Carolina",1077,661,1110,925,968,886,638,2116
"G3700910","2005-2009","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091","Hertford County, North Carolina",21161,2125,2854,1748,1517,1405,908,10604,"Hertford County, North Carolina",464,406,503,474,281,312,324,713
"G3700930","2005-2009","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093","Hoke County, North Carolina",40776,3038,5253,1992,3192,2485,1009,23807,"Hoke County, North Carolina",1390,944,1090,566,803,666,480,1639
"G3700950","2005-2009","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095","Hyde County, North Carolina",3723,209,395,131,300,278,0,2410,"Hyde County, North Carolina",1311,127,243,158,312,185,127,845
"G3700970","2005-2009","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",148537,7144,11733,5842,7281,8866,4754,102917,"Iredell County, North Carolina",483,1211,1321,1054,1123,1178,778,2368
"G3700990","2005-2009","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099","Jackson County, North Carolina",32292,2449,4029,1620,1690,1890,1016,19598,"Jackson County, North Carolina",840,549,732,369,527,572,424,990
"G3701010","2005-2009","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",155202,7808,14245,6949,7499,10903,4531,103267,"Johnston County, North Carolina",407,1182,1761,1078,1259,1394,918,2512
"G3701030","2005-2009","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103","Jones County, North Carolina",9956,671,1127,676,690,604,397,5791,"Jones County, North Carolina",61,250,316,202,255,234,150,440
"G3701050","2005-2009","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105","Lee County, North Carolina",57155,4150,4302,3422,3664,4667,1723,35227,"Lee County, North Carolina",253,848,1073,842,838,985,608,1662
"G3701070","2005-2009","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107","Lenoir County, North Carolina",55446,5480,7519,3176,3713,4039,1864,29655,"Lenoir County, North Carolina",364,770,951,607,813,760,535,1261
"G3701090","2005-2009","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",71384,3268,6217,4155,3457,4609,2276,47402,"Lincoln County, North Carolina",1069,633,1239,780,715,959,568,1426
"G3701110","2005-2009","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111","McDowell County, North Carolina",42653,2502,3993,2567,2283,2975,1708,26625,"McDowell County, North Carolina",422,591,675,622,519,593,550,1256
"G3701130","2005-2009","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113","Macon County, North Carolina",31373,1480,3025,1672,1827,2593,1052,19724,"Macon County, North Carolina",506,418,530,367,526,578,425,1041
"G3701150","2005-2009","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115","Madison County, North Carolina",19220,806,2438,1378,1400,916,381,11901,"Madison County, North Carolina",312,388,604,430,445,318,173,1193
"G3701170","2005-2009","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117","Martin County, North Carolina",23114,1834,3697,1249,1465,1740,862,12267,"Martin County, North Carolina",360,454,619,344,387,413,240,707
"G3701190","2005-2009","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",845380,41127,54894,33224,35203,46443,21342,613147,"Mecklenburg County, North Carolina",1343,2477,3261,2733,2836,2747,2016,5273
"G3701210","2005-2009","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121","Mitchell County, North Carolina",15546,910,1652,645,1640,1054,719,8926,"Mitchell County, North Carolina",146,381,481,238,489,380,319,757
"G3701230","2005-2009","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123","Montgomery County, North Carolina",26658,2400,3927,1687,1923,2677,555,13489,"Montgomery County, North Carolina",442,501,656,464,675,575,241,881
"G3701250","2005-2009","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",83125,4033,6013,4059,3727,7018,2001,56274,"Moore County, North Carolina",471,899,1105,802,643,1149,613,1683
"G3701270","2005-2009","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",91060,6270,7376,4503,5148,6882,2921,57960,"Nash County, North Carolina",451,934,944,778,1020,1126,709,1971
"G3701290","2005-2009","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",184707,13579,13276,8857,7319,11546,4865,125265,"New Hanover County, North Carolina",597,1396,1160,1105,1010,1034,841,2154
"G3701310","2005-2009","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131","Northampton County, North Carolina",20138,1767,2974,1871,1128,2671,643,9084,"Northampton County, North Carolina",180,553,483,456,338,658,306,786
"G3701330","2005-2009","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",137235,7932,11638,6212,7841,14429,6232,82951,"Onslow County, North Carolina",2705,1079,1446,1121,1153,1590,959,2538
"G3701350","2005-2009","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",115893,9735,8904,4264,4501,5967,3055,79467,"Orange County, North Carolina",1235,1164,1032,817,907,976,599,1483
"G3701370","2005-2009","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137","Pamlico County, North Carolina",11858,612,1023,660,710,1148,570,7135,"Pamlico County, North Carolina",264,236,263,228,269,373,242,553
"G3701390","2005-2009","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139","Pasquotank County, North Carolina",37875,2251,3936,2008,2016,2454,1254,23956,"Pasquotank County, North Carolina",507,544,703,536,570,716,460,1319
"G3701410","2005-2009","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141","Pender County, North Carolina",48089,3505,3961,2258,2637,3448,2148,30132,"Pender County, North Carolina",297,801,717,688,600,667,732,1270
"G3701430","2005-2009","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143","Perquimans County, North Carolina",12314,1176,1114,783,722,1106,417,6996,"Perquimans County, North Carolina",69,325,395,335,360,461,270,643
"G3701450","2005-2009","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145","Person County, North Carolina",36367,2033,3563,1503,1764,1791,1155,24558,"Person County, North Carolina",359,592,868,403,516,533,474,1193
"G3701470","2005-2009","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",146602,17432,17662,7304,8018,9894,3957,82335,"Pitt County, North Carolina",961,1359,1558,848,1108,1180,920,1927
"G3701490","2005-2009","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149","Polk County, North Carolina",18652,853,1641,1092,1306,1516,493,11751,"Polk County, North Carolina",212,374,443,438,375,505,281,828
"G3701510","2005-2009","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",137628,9108,14113,7432,8475,11705,3414,83381,"Randolph County, North Carolina",453,1220,1487,1002,1116,1432,558,2139
"G3701530","2005-2009","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153","Richmond County, North Carolina",44733,5771,5580,2779,3463,4346,1277,21517,"Richmond County, North Carolina",338,727,703,578,729,746,360,1157
"G3701550","2005-2009","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",124635,16742,20727,9429,9040,10564,3763,54370,"Robeson County, North Carolina",591,1781,1880,1293,1291,1313,869,2122
"G3701570","2005-2009","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",90682,4977,8597,5948,5891,6735,2749,55785,"Rockingham County, North Carolina",361,707,1136,1180,1010,961,681,1574
"G3701590","2005-2009","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",133105,9049,10788,6363,8034,8596,4231,86044,"Rowan County, North Carolina",743,1066,1121,897,1136,1250,888,1899
"G3701610","2005-2009","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",61314,5597,5443,3218,3258,6259,2214,35325,"Rutherford County, North Carolina",470,968,802,606,669,1016,655,1519
"G3701630","2005-2009","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163","Sampson County, North Carolina",62315,5267,7534,4658,3715,5546,2674,32921,"Sampson County, North Carolina",221,680,852,809,622,799,572,1123
"G3701650","2005-2009","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165","Scotland County, North Carolina",34667,4969,4870,2098,2304,2279,931,17216,"Scotland County, North Carolina",615,678,933,502,592,553,401,1057
"G3701670","2005-2009","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167","Stanly County, North Carolina",56759,2644,4874,2825,2087,5097,1300,37932,"Stanly County, North Carolina",673,547,892,620,435,910,382,1429
"G3701690","2005-2009","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169","Stokes County, North Carolina",45183,2509,2403,3048,2748,4026,1353,29096,"Stokes County, North Carolina",265,702,505,712,794,739,296,1091
"G3701710","2005-2009","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",71227,4548,7398,5568,3556,5858,2526,41773,"Surry County, North Carolina",475,1003,864,888,695,913,589,1565
"G3701730","2005-2009","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173","Swain County, North Carolina",13025,1163,1800,468,354,1051,684,7505,"Swain County, North Carolina",269,339,497,196,201,334,383,694
"G3701750","2005-2009","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175","Transylvania County, North Carolina",29707,1989,2637,2145,1216,1617,1304,18799,"Transylvania County, North Carolina",203,674,703,704,442,435,440,1190
