GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME,BTTRA,AMAXE001,AMAXE002,AMAXE003,AMAXE004,AMAXE005,AMAXE006,AMAXE007,AMAXE008,AMAXE009,AMAXE010,AMAXE011,AMAXE012,AMAXE013,AMAXE014,AMAXE015,AMAXE016,AMAXE017,AMAXE018,AMAXE019,AMAXE020,AMAXE021,AMAXE022,AMAXE023,AMAXE024,AMAXE025,AMAXE026,AMAXE027,AMAXE028,AMAXE029,AMAXE030,AMAXE031,AMAXE032,AMAXE033,AMAXE034,AMAXE035,AMAXE036,AMAXE037,AMAXE038,AMAXE039,AMAXE040,AMAXE041,AMAXE042,AMAXE043,AMAXE044,AMAXE045,AMAXE046,AMAXE047,AMAXE048,AMAXE049,AMAXE050,AMAXE051,AMAXE052,AMAXE053,AMAXE054,AMAXE055,AMAXE056,AMAXE057
"G1801270","2015-2019","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",,163572,80792,16627,467,4541,5084,3344,1179,1019,658,335,3692,275,451,609,306,554,1059,253,185,60473,1312,154,72,35,511,3745,9359,45285,82780,16579,491,4478,4481,3309,955,1199,774,892,4192,363,576,434,183,665,1487,220,264,62009,1200,205,54,17,565,2547,9259,48162
"G1801290","2015-2019","IN",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18129","Posey County, Indiana",,24848,12395,2418,53,564,669,462,213,230,64,163,703,105,223,173,132,4,54,12,0,9274,195,4,4,0,61,441,1379,7190,12453,2151,98,431,621,436,171,220,101,73,735,92,213,230,89,34,66,2,9,9567,137,50,25,2,50,363,1306,7634
"G1801310","2015-2019","IN",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18131","Pulaski County, Indiana",,12165,6115,1152,65,372,411,197,34,27,4,42,193,12,19,48,54,32,4,2,22,4770,35,3,13,0,45,418,672,3584,6050,1444,80,426,374,240,88,53,103,80,70,5,10,0,32,0,0,18,5,4536,58,17,0,6,32,236,570,3617
"G1801330","2015-2019","IN",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18133","Putnam County, Indiana",,36290,19140,3364,55,953,1069,597,129,326,85,150,1279,36,9,48,41,692,453,0,0,14497,240,66,19,30,72,1101,2500,10469,17150,3129,117,825,962,566,141,254,156,108,1618,58,37,21,78,686,655,17,66,12403,263,97,7,0,14,763,1622,9637
"G1801350","2015-2019","IN",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18135","Randolph County, Indiana",,24076,11850,2415,109,538,932,517,154,75,25,65,152,18,57,44,25,0,0,0,8,9283,213,17,14,11,121,626,1326,6955,12226,2417,17,774,622,393,175,182,159,95,333,35,45,69,97,18,0,2,67,9476,208,41,55,38,74,441,1184,7435
"G1801370","2015-2019","IN",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18137","Ripley County, Indiana",,27425,13552,2836,55,788,946,536,204,151,105,51,461,45,66,110,96,29,38,12,65,10255,255,49,20,17,151,723,1442,7598,13873,2652,67,707,783,548,233,123,41,150,474,55,190,91,56,5,11,31,35,10747,204,72,0,26,62,669,1462,8252
"G1801390","2015-2019","IN",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18139","Rush County, Indiana",,16174,7807,1513,23,431,481,331,104,81,8,54,124,5,34,31,6,14,29,0,5,6170,156,29,10,21,83,393,856,4622,8367,1726,69,318,659,364,94,158,13,51,136,8,31,18,10,6,14,18,31,6505,199,31,0,36,68,313,872,4986
"G1801410","2015-2019","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",,259979,126436,24009,765,6145,7458,4641,1651,1766,979,604,12126,789,2020,1852,909,1727,3384,1140,305,90301,2258,447,275,266,981,4856,15733,65485,133543,24532,579,6275,6702,4291,1874,2399,1195,1217,12592,882,1914,1726,687,2357,3459,896,671,96419,1870,528,205,310,729,4831,15766,72180
"G1801430","2015-2019","IN",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18143","Scott County, Indiana",,23072,11291,1880,53,421,617,352,234,111,12,80,355,18,101,162,33,34,0,0,7,9056,303,46,23,95,62,682,1373,6472,11781,1932,101,572,627,370,100,59,64,39,613,91,213,180,0,38,49,13,29,9236,171,0,12,70,84,540,1344,7015
"G1801450","2015-2019","IN",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18145","Shelby County, Indiana",,42877,21124,4293,168,1084,1497,824,268,148,107,197,538,83,93,192,46,10,17,31,66,16293,295,82,0,15,222,1106,2503,12070,21753,4840,105,1143,1627,812,232,461,225,235,397,24,63,35,62,28,42,63,80,16516,298,0,18,7,220,666,2516,12791
"G1801470","2015-2019","IN",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18147","Spencer County, Indiana",,19807,9935,2011,102,489,730,401,136,82,21,50,118,6,32,7,4,37,18,0,14,7806,125,31,9,27,72,446,1136,5960,9872,1990,147,558,599,357,144,67,67,51,179,34,70,24,25,0,3,8,15,7703,64,23,10,12,68,454,969,6103
"G1801490","2015-2019","IN",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18149","Starke County, Indiana",,22193,11040,2159,70,588,763,416,154,69,65,34,347,78,66,99,38,3,47,3,13,8534,165,44,14,10,98,550,1201,6452,11153,2158,57,641,671,510,108,83,24,64,339,27,83,38,47,30,44,48,22,8656,140,58,25,0,97,465,1252,6619
"G1801510","2015-2019","IN",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18151","Steuben County, Indiana",,33195,16890,3119,88,818,1004,601,295,102,111,100,1247,8,88,74,20,171,755,91,40,12524,234,16,36,22,173,621,1660,9762,16305,2734,30,827,797,614,169,123,42,132,752,78,60,118,45,110,204,68,69,12819,185,36,0,12,159,743,1602,10082
"G1801530","2015-2019","IN",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18153","Sullivan County, Indiana",,20108,10781,1795,39,486,539,370,165,32,37,127,298,17,34,68,9,12,8,38,112,8688,200,33,0,10,43,710,1592,6100,9327,1843,15,481,569,331,161,98,164,24,126,8,36,22,5,14,16,3,22,7358,157,24,0,2,24,456,934,5761
"G1801550","2015-2019","IN",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18155","Switzerland County, Indiana",,10342,5333,1210,29,394,358,295,80,9,8,37,89,0,36,25,8,0,0,17,3,4034,111,33,0,4,37,273,530,3046,5009,1032,73,387,219,206,39,17,55,36,53,7,28,0,0,0,4,7,7,3924,87,43,0,0,54,233,511,2996
"G1801570","2015-2019","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",,184915,94538,36386,568,4592,4623,2926,6134,13101,3789,653,3223,424,622,857,277,288,381,261,113,54929,1505,201,100,46,373,5650,10172,36882,90377,29926,220,4411,4566,2694,5395,9170,2588,882,3477,583,818,652,389,194,456,242,143,56974,1378,176,116,78,597,4528,10149,39952
"G1801590","2015-2019","IN",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18159","Tipton County, Indiana",,14680,7277,1327,21,442,277,272,137,54,29,95,159,8,7,58,8,31,0,6,41,5791,127,61,2,35,8,450,767,4341,7403,1406,32,345,401,306,119,74,49,80,138,14,32,73,10,0,9,0,0,5859,120,8,0,13,23,275,716,4704
"G1801610","2015-2019","IN",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18161","Union County, Indiana",,6884,3410,662,19,211,169,145,58,22,21,17,38,0,12,3,0,0,3,0,20,2710,104,19,10,0,25,196,368,1988,3474,636,18,124,157,133,76,59,42,27,45,0,12,19,0,3,2,9,0,2793,82,21,34,0,11,99,356,2190
"G1801630","2015-2019","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",,174751,84332,15950,467,4336,4254,2625,1380,1718,660,510,4930,670,1174,963,619,464,485,276,279,63452,1109,304,64,96,598,3908,11952,45421,90419,18231,521,3804,4609,2434,1985,2759,1381,738,4205,378,1141,959,513,303,446,284,181,67983,1265,364,45,92,359,3481,11278,51099
"G1801650","2015-2019","IN",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18165","Vermillion County, Indiana",,15013,7510,1681,37,431,523,336,165,99,70,20,86,14,13,12,34,3,10,0,0,5743,97,31,41,2,25,339,761,4447,7503,1443,56,388,446,282,108,45,36,82,140,11,4,19,7,3,0,0,96,5920,89,15,18,0,57,340,759,4642
"G1801670","2015-2019","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",,103737,52554,12502,295,2582,2831,1745,1683,1946,865,555,2573,193,321,254,202,502,923,65,113,37479,751,239,53,55,249,3047,6856,26229,51183,12575,177,2437,2738,1486,1662,2889,708,478,1604,218,246,184,155,142,444,97,118,37004,813,218,24,106,184,2514,5235,27910
"G1801690","2015-2019","IN",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18169","Wabash County, Indiana",,30407,14875,2824,56,627,1060,533,286,114,103,45,605,64,58,9,45,197,175,38,19,11446,223,62,0,104,98,773,1533,8653,15532,2933,9,705,958,561,190,156,160,194,711,42,46,74,45,191,285,6,22,11888,215,23,5,1,120,654,1490,9380
"G1801710","2015-2019","IN",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18171","Warren County, Indiana",,7956,3993,774,3,231,277,161,10,66,12,14,53,9,12,8,0,0,0,1,23,3166,85,3,0,0,81,131,408,2458,3963,833,8,259,234,148,25,68,32,59,36,16,5,7,0,6,0,0,2,3094,55,0,0,11,28,129,418,2453
"G1801730","2015-2019","IN",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18173","Warrick County, Indiana",,60247,29737,6366,150,1654,2027,1281,437,342,259,216,1255,272,393,215,134,58,45,57,81,22116,347,88,12,0,206,1203,3093,17167,30510,6407,92,1966,1666,1222,381,492,271,317,986,102,197,202,177,51,111,34,112,23117,509,137,43,31,202,920,3081,18194
"G1801750","2015-2019","IN",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18175","Washington County, Indiana",,26978,13467,2579,124,758,783,436,159,175,103,41,357,36,61,155,24,14,0,43,24,10531,223,25,11,131,164,624,1483,7870,13511,2586,65,649,813,504,171,174,57,153,393,16,77,168,42,19,16,0,55,10532,269,64,24,42,83,550,1477,8023
"G1801770","2015-2019","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",,64119,31121,6002,405,1620,1689,1220,359,280,245,184,1295,61,315,236,88,260,292,12,31,23824,366,250,56,104,284,1644,3556,17564,32998,6285,273,1479,1970,1031,338,526,234,434,1353,37,247,200,117,379,248,64,61,25360,493,70,89,37,211,1295,3497,19668
"G1801790","2015-2019","IN",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18179","Wells County, Indiana",,26935,13137,3077,82,869,960,575,187,202,115,87,336,45,107,101,26,22,18,9,8,9724,142,29,11,0,142,595,1487,7318,13798,2664,32,702,850,594,188,145,79,74,468,78,135,96,5,37,51,38,28,10666,255,67,48,19,28,519,1488,8242
"G1801810","2015-2019","IN",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18181","White County, Indiana",,23212,11612,2416,49,798,680,429,192,176,61,31,206,39,44,50,43,3,0,10,17,8990,233,47,1,32,86,573,1226,6792,11600,2414,17,689,746,412,196,91,131,132,263,39,54,33,34,19,38,3,43,8923,176,65,0,3,30,470,1195,6984
"G1801830","2015-2019","IN",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18183","Whitley County, Indiana",,32423,16088,2951,43,949,885,570,133,187,40,144,753,104,179,161,132,43,17,46,71,12384,226,43,45,16,194,788,1896,9176,16335,2889,30,698,803,554,203,257,136,208,602,0,182,225,47,30,0,66,52,12844,331,101,131,36,64,644,1680,9857
"G1900010","2015-2019","IA",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19001","Adair County, Iowa",,6863,3378,689,38,218,213,125,27,10,13,45,58,0,3,0,0,7,22,19,7,2631,48,0,0,3,16,160,379,2025,3485,682,55,181,201,137,32,16,38,22,71,7,17,10,0,7,0,12,18,2732,16,11,14,0,23,131,345,2192
"G1900030","2015-2019","IA",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19003","Adams County, Iowa",,3541,1754,304,4,102,105,67,3,6,3,14,29,8,0,0,0,13,0,0,8,1421,33,0,0,2,10,92,200,1084,1787,292,8,158,48,43,25,9,0,1,31,0,10,4,8,0,0,2,7,1464,37,1,0,0,9,74,196,1147
"G1900050","2015-2019","IA",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19005","Allamakee County, Iowa",,13269,6633,1256,66,298,391,211,85,144,52,9,281,4,91,113,10,13,9,21,20,5096,45,23,0,29,44,229,690,4036,6636,1220,79,291,352,235,81,69,67,46,379,47,60,129,3,14,61,9,56,5037,163,8,0,2,24,174,604,4062
"G1900070","2015-2019","IA",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19007","Appanoose County, Iowa",,12072,5965,1097,67,327,334,220,39,49,34,27,191,27,104,26,2,3,24,5,0,4677,72,11,18,21,74,244,606,3631,6107,1144,35,344,335,186,69,110,38,27,119,0,36,26,23,4,1,10,19,4844,92,3,36,8,33,168,622,3882
"G1900090","2015-2019","IA",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19009","Audubon County, Iowa",,5379,2670,454,32,99,201,95,15,5,5,2,39,0,20,13,0,0,3,0,3,2177,53,0,6,0,38,129,267,1684,2709,468,18,137,141,86,40,30,6,10,33,0,2,1,3,8,2,12,5,2208,35,3,4,5,49,76,229,1807
"G1900110","2015-2019","IA",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19011","Benton County, Iowa",,24645,12237,2469,122,726,846,484,182,72,14,23,208,15,32,60,41,11,11,26,12,9560,133,9,0,46,81,613,1335,7343,12408,2596,151,688,790,521,154,95,93,104,352,26,56,141,31,33,17,21,27,9460,137,3,3,0,66,498,1141,7612
"G1900130","2015-2019","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",,127489,62513,15898,481,3575,3454,1976,1725,3202,999,486,1960,272,401,358,239,93,140,294,163,44655,988,234,91,29,408,4013,7750,31142,64976,17434,401,3163,3455,1838,2326,4629,891,731,2515,280,449,419,288,87,322,232,438,45027,1070,203,19,98,354,2691,7065,33527
"G1900150","2015-2019","IA",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19015","Boone County, Iowa",,25354,12774,2822,113,808,747,568,237,181,83,85,236,1,53,38,40,16,12,32,44,9716,181,9,2,0,65,617,1437,7405,12580,2622,61,710,645,460,165,247,219,115,194,17,72,22,0,2,23,31,27,9764,132,24,5,0,77,458,1400,7668
"G1900170","2015-2019","IA",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19017","Bremer County, Iowa",,24119,11838,2375,104,582,745,515,143,146,88,52,1058,48,127,35,17,351,416,25,39,8405,160,14,64,19,32,351,1161,6604,12281,2496,147,666,730,435,130,135,119,134,1221,172,51,23,5,323,562,25,60,8564,89,31,3,11,65,244,1191,6930
"G1900190","2015-2019","IA",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19019","Buchanan County, Iowa",,20189,9938,2270,131,603,737,458,117,108,47,69,315,7,130,101,22,0,16,5,34,7353,91,16,20,19,131,432,1116,5528,10251,2143,171,665,615,395,103,72,63,59,419,19,168,121,26,2,54,18,11,7689,127,8,41,29,81,348,1125,5930
"G1900210","2015-2019","IA",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19021","Buena Vista County, Iowa",,19070,9511,2295,91,677,516,446,348,191,9,17,351,23,103,72,29,27,91,3,3,6865,134,11,2,4,34,464,1303,4913,9559,2500,71,616,683,353,265,359,39,114,316,20,85,18,47,3,91,19,33,6743,170,13,1,21,34,393,1146,4965
"G1900230","2015-2019","IA",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19023","Butler County, Iowa",,14145,7089,1596,82,434,573,330,112,47,6,12,88,37,16,25,3,0,5,2,0,5405,80,2,0,10,35,283,717,4278,7056,1369,33,387,492,255,86,45,16,55,139,10,36,14,6,3,21,16,33,5548,67,12,12,9,40,262,663,4483
"G1900250","2015-2019","IA",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19025","Calhoun County, Iowa",,9412,4929,936,60,247,302,179,90,37,3,18,90,4,43,11,2,3,21,3,3,3903,96,12,3,3,9,252,591,2937,4483,902,35,232,290,159,60,48,41,37,60,0,10,3,0,0,29,0,18,3521,40,0,0,0,11,124,436,2910
"G1900270","2015-2019","IA",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19027","Carroll County, Iowa",,19530,9554,1551,50,575,403,335,65,60,27,36,690,23,185,274,138,26,21,0,23,7313,167,0,13,1,122,491,1019,5500,9976,1904,123,521,513,295,161,148,40,103,498,39,153,108,99,7,16,14,62,7574,153,49,0,0,30,404,978,5960
"G1900290","2015-2019","IA",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19029","Cass County, Iowa",,12671,6245,1305,52,421,382,275,123,13,24,15,23,2,4,2,7,0,0,0,8,4917,75,57,4,20,5,302,619,3835,6426,1297,50,381,379,217,45,96,72,57,91,6,1,1,0,17,0,56,10,5038,60,36,21,33,67,186,521,4114
"G1900310","2015-2019","IA",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19031","Cedar County, Iowa",,17813,8855,1956,32,654,594,386,117,76,79,18,76,2,11,0,3,0,13,7,40,6823,125,13,23,11,57,385,897,5312,8958,2001,13,550,599,397,147,137,102,56,144,18,41,17,0,8,27,13,20,6813,88,30,4,0,18,266,820,5587
"G1900330","2015-2019","IA",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19033","Cerro Gordo County, Iowa",,41459,20312,3883,364,898,1348,555,344,144,136,94,669,7,149,133,203,19,95,48,15,15760,179,36,12,47,232,961,2453,11840,21147,3868,135,964,1237,556,272,420,134,150,613,26,63,80,140,44,82,74,104,16666,220,74,11,1,171,669,2232,13288
"G1900350","2015-2019","IA",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19035","Cherokee County, Iowa",,10929,5470,969,43,359,258,222,16,15,3,53,67,4,28,8,15,0,12,0,0,4434,75,4,4,1,20,340,593,3397,5459,942,27,283,270,184,71,25,31,51,178,0,43,82,2,0,2,22,27,4339,91,5,13,2,13,210,540,3465
"G1900370","2015-2019","IA",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19037","Chickasaw County, Iowa",,11562,5859,1052,53,360,251,210,117,46,3,12,101,3,46,44,1,5,0,0,2,4706,82,65,0,33,11,352,605,3558,5703,1102,40,319,330,178,76,92,46,21,99,11,39,8,7,3,16,5,10,4502,70,32,61,45,29,238,497,3530
"G1900390","2015-2019","IA",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19039","Clarke County, Iowa",,8884,4339,878,16,201,350,151,60,31,22,47,109,10,5,32,36,8,13,0,5,3352,72,33,45,0,43,202,463,2494,4545,947,55,299,259,136,84,14,34,66,106,0,33,21,15,4,15,6,12,3492,45,0,0,11,27,168,499,2742
"G1900410","2015-2019","IA",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19041","Clay County, Iowa",,15732,7780,1526,153,404,455,291,116,70,2,35,234,72,103,18,0,0,32,2,7,6020,133,9,1,0,47,339,924,4567,7952,1549,104,349,489,298,132,43,43,91,231,59,100,35,0,14,13,9,1,6172,58,38,2,11,20,352,796,4895
"G1900430","2015-2019","IA",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19043","Clayton County, Iowa",,17091,8686,1538,62,537,382,291,121,89,12,44,236,30,125,31,16,5,11,0,18,6912,118,7,49,44,62,320,887,5425,8405,1468,43,472,391,260,84,88,71,59,280,11,114,38,11,27,15,26,38,6657,151,9,10,22,39,297,763,5366
"G1900450","2015-2019","IA",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19045","Clinton County, Iowa",,45185,22086,4561,165,1042,1765,892,292,169,126,110,483,15,131,120,12,94,34,40,37,17042,264,68,1,24,195,977,2366,13147,23099,4707,287,1011,1651,825,376,211,145,201,570,44,97,107,29,49,119,46,79,17822,309,38,18,50,105,949,2421,13932
"G1900470","2015-2019","IA",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19047","Crawford County, Iowa",,16585,8347,1928,147,416,538,343,175,198,35,76,204,25,77,52,18,0,6,23,3,6215,137,0,110,14,92,442,1028,4392,8238,1877,68,635,431,358,99,143,113,30,284,27,66,36,2,13,84,27,29,6077,260,1,14,4,109,333,712,4644
"G1900490","2015-2019","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",,82982,40937,9986,336,3226,2963,1768,483,383,464,363,1623,372,396,237,143,90,134,107,144,29328,705,133,31,28,330,1550,5654,20897,42045,9645,275,2785,3033,1613,464,522,556,397,2130,489,596,284,165,99,166,103,228,30270,466,119,54,2,234,1403,5929,22063
"G1900510","2015-2019","IA",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19051","Davis County, Iowa",,8404,4109,608,49,192,204,80,64,19,0,0,223,42,91,79,4,0,0,0,7,3278,0,75,37,107,81,231,472,2275,4295,610,75,184,189,69,29,16,12,36,182,0,72,101,0,4,5,0,0,3503,123,69,106,157,70,188,467,2323
"G1900530","2015-2019","IA",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19053","Decatur County, Iowa",,7673,3859,820,40,226,204,128,133,59,13,17,395,3,25,8,4,75,245,28,7,2644,64,8,0,16,13,255,335,1953,3814,714,15,223,212,119,32,92,10,11,349,6,21,2,0,129,151,38,2,2751,63,21,5,16,11,209,308,2118
"G1900550","2015-2019","IA",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19055","Delaware County, Iowa",,16600,8286,1615,27,624,359,340,131,103,7,24,266,15,77,62,44,14,32,0,22,6405,169,7,49,1,36,341,842,4960,8314,1518,78,306,571,266,105,86,50,56,527,112,100,109,76,59,44,9,18,6269,145,0,0,0,0,320,719,5085
"G1900570","2015-2019","IA",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19057","Des Moines County, Iowa",,38065,18520,3869,302,1048,1281,582,337,126,85,108,443,7,188,80,69,11,23,32,33,14208,228,32,0,58,139,885,2076,10790,19545,3889,199,945,1249,676,352,223,129,116,650,62,128,151,87,35,19,97,71,15006,178,7,22,29,88,790,1910,11982
"G1900590","2015-2019","IA",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19059","Dickinson County, Iowa",,16698,8292,1660,84,514,473,318,83,18,82,88,85,5,8,5,0,20,6,20,21,6547,97,11,11,0,61,388,795,5184,8406,1522,113,356,443,261,72,115,78,84,69,0,10,3,8,2,0,28,18,6815,64,20,3,0,70,308,716,5634
"G1900610","2015-2019","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",,93280,45868,8421,370,2399,2710,1624,543,350,188,237,4168,257,520,477,289,864,1323,306,132,33279,581,67,3,51,294,1711,5836,24736,47412,8994,386,2473,2376,1560,575,740,525,359,3575,314,594,456,311,740,841,170,149,34843,508,141,24,10,277,1667,5206,27010
"G1900630","2015-2019","IA",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19063","Emmet County, Iowa",,9069,4543,1152,24,178,309,133,347,114,19,28,73,2,21,28,16,0,0,6,0,3318,67,14,8,0,45,78,380,2726,4526,1083,15,212,261,203,228,83,29,52,76,0,28,7,28,0,5,2,6,3367,29,7,0,0,2,101,442,2786
"G1900650","2015-2019","IA",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19065","Fayette County, Iowa",,19129,9644,1871,79,630,526,332,181,64,21,38,446,62,48,16,22,63,176,54,5,7327,100,10,3,13,67,433,1033,5668,9485,1817,46,505,511,336,210,61,76,72,381,10,42,54,0,64,159,25,27,7287,102,12,2,14,67,339,908,5843
"G1900670","2015-2019","IA",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19067","Floyd County, Iowa",,15305,7508,1421,49,449,391,282,171,41,1,37,240,78,66,48,11,3,17,0,17,5847,87,25,32,23,62,385,817,4416,7797,1552,71,359,517,224,84,128,29,140,207,31,110,19,0,5,0,12,30,6038,69,44,32,64,112,355,693,4669
"G1900690","2015-2019","IA",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19069","Franklin County, Iowa",,9759,4853,1066,34,362,333,188,81,49,5,14,22,3,7,2,2,0,5,0,3,3765,29,30,17,2,9,225,605,2848,4906,984,69,326,267,173,67,25,23,34,46,4,15,15,0,0,0,5,7,3876,62,0,0,0,3,276,525,3010
