GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNHE001,NAME_M,RNHM001
"G0500530","2005-2009","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053","Grant County, Arkansas",51238,"Grant County, Arkansas",2288
"G0500550","2005-2009","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055","Greene County, Arkansas",38012,"Greene County, Arkansas",1634
"G0500570","2005-2009","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057","Hempstead County, Arkansas",35518,"Hempstead County, Arkansas",2556
"G0500590","2005-2009","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059","Hot Spring County, Arkansas",36095,"Hot Spring County, Arkansas",2297
"G0500610","2005-2009","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061","Howard County, Arkansas",33180,"Howard County, Arkansas",2385
"G0500630","2005-2009","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063","Independence County, Arkansas",34798,"Independence County, Arkansas",1593
"G0500650","2005-2009","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065","Izard County, Arkansas",32269,"Izard County, Arkansas",1844
"G0500670","2005-2009","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067","Jackson County, Arkansas",28680,"Jackson County, Arkansas",4312
"G0500690","2005-2009","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",35265,"Jefferson County, Arkansas",1307
"G0500710","2005-2009","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071","Johnson County, Arkansas",30953,"Johnson County, Arkansas",2396
"G0500730","2005-2009","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073","Lafayette County, Arkansas",26491,"Lafayette County, Arkansas",3510
"G0500750","2005-2009","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075","Lawrence County, Arkansas",29119,"Lawrence County, Arkansas",2317
"G0500770","2005-2009","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077","Lee County, Arkansas",26283,"Lee County, Arkansas",6122
"G0500790","2005-2009","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079","Lincoln County, Arkansas",34876,"Lincoln County, Arkansas",3719
"G0500810","2005-2009","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081","Little River County, Arkansas",32884,"Little River County, Arkansas",3307
"G0500830","2005-2009","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083","Logan County, Arkansas",35716,"Logan County, Arkansas",2326
"G0500850","2005-2009","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",50295,"Lonoke County, Arkansas",1771
"G0500870","2005-2009","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087","Madison County, Arkansas",36667,"Madison County, Arkansas",5129
"G0500890","2005-2009","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089","Marion County, Arkansas",31772,"Marion County, Arkansas",3060
"G0500910","2005-2009","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091","Miller County, Arkansas",39090,"Miller County, Arkansas",2732
"G0500930","2005-2009","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093","Mississippi County, Arkansas",32940,"Mississippi County, Arkansas",2077
"G0500950","2005-2009","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095","Monroe County, Arkansas",29607,"Monroe County, Arkansas",2922
"G0500970","2005-2009","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097","Montgomery County, Arkansas",36095,"Montgomery County, Arkansas",1939
"G0500990","2005-2009","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099","Nevada County, Arkansas",32969,"Nevada County, Arkansas",3126
"G0501010","2005-2009","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101","Newton County, Arkansas",28166,"Newton County, Arkansas",3857
"G0501030","2005-2009","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103","Ouachita County, Arkansas",30167,"Ouachita County, Arkansas",2266
"G0501050","2005-2009","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105","Perry County, Arkansas",44921,"Perry County, Arkansas",2691
"G0501070","2005-2009","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107","Phillips County, Arkansas",26336,"Phillips County, Arkansas",1305
"G0501090","2005-2009","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109","Pike County, Arkansas",33024,"Pike County, Arkansas",2872
"G0501110","2005-2009","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111","Poinsett County, Arkansas",31894,"Poinsett County, Arkansas",2053
"G0501130","2005-2009","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113","Polk County, Arkansas",33274,"Polk County, Arkansas",2677
"G0501150","2005-2009","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115","Pope County, Arkansas",38511,"Pope County, Arkansas",1515
"G0501170","2005-2009","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117","Prairie County, Arkansas",32176,"Prairie County, Arkansas",2311
"G0501190","2005-2009","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",44370,"Pulaski County, Arkansas",752
"G0501210","2005-2009","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121","Randolph County, Arkansas",28427,"Randolph County, Arkansas",2935
"G0501230","2005-2009","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123","St. Francis County, Arkansas",27016,"St. Francis County, Arkansas",2244
"G0501250","2005-2009","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",51082,"Saline County, Arkansas",1438
"G0501270","2005-2009","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127","Scott County, Arkansas",33969,"Scott County, Arkansas",7405
"G0501290","2005-2009","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129","Searcy County, Arkansas",27071,"Searcy County, Arkansas",2647
"G0501310","2005-2009","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",39131,"Sebastian County, Arkansas",1119
"G0501330","2005-2009","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133","Sevier County, Arkansas",34090,"Sevier County, Arkansas",2190
"G0501350","2005-2009","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135","Sharp County, Arkansas",29589,"Sharp County, Arkansas",2812
"G0501370","2005-2009","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137","Stone County, Arkansas",27167,"Stone County, Arkansas",3160
"G0501390","2005-2009","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139","Union County, Arkansas",35732,"Union County, Arkansas",2238
"G0501410","2005-2009","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141","Van Buren County, Arkansas",30531,"Van Buren County, Arkansas",1808
"G0501430","2005-2009","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",43317,"Washington County, Arkansas",975
"G0501450","2005-2009","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",38417,"White County, Arkansas",1718
"G0501470","2005-2009","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147","Woodruff County, Arkansas",27880,"Woodruff County, Arkansas",2438
"G0501490","2005-2009","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149","Yell County, Arkansas",36398,"Yell County, Arkansas",1701
"G0600010","2005-2009","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",68863,"Alameda County, California",672
"G0600030","2005-2009","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003","Alpine County, California",54605,"Alpine County, California",17009
"G0600050","2005-2009","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005","Amador County, California",57347,"Amador County, California",3857
"G0600070","2005-2009","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",42002,"Butte County, California",1295
"G0600090","2005-2009","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009","Calaveras County, California",57676,"Calaveras County, California",3490
"G0600110","2005-2009","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011","Colusa County, California",47150,"Colusa County, California",4129
"G0600130","2005-2009","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",77838,"Contra Costa County, California",718
"G0600150","2005-2009","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015","Del Norte County, California",38408,"Del Norte County, California",4044
"G0600170","2005-2009","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",70765,"El Dorado County, California",1640
"G0600190","2005-2009","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",46230,"Fresno County, California",597
"G0600210","2005-2009","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021","Glenn County, California",40973,"Glenn County, California",1743
"G0600230","2005-2009","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",39124,"Humboldt County, California",1423
"G0600250","2005-2009","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",37595,"Imperial County, California",1447
"G0600270","2005-2009","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027","Inyo County, California",44952,"Inyo County, California",4864
"G0600290","2005-2009","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",46216,"Kern County, California",773
"G0600310","2005-2009","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",46595,"Kings County, California",1639
"G0600330","2005-2009","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",41182,"Lake County, California",2052
"G0600350","2005-2009","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035","Lassen County, California",48653,"Lassen County, California",3412
"G0600370","2005-2009","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",54828,"Los Angeles County, California",244
"G0600390","2005-2009","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",46083,"Madera County, California",1744
"G0600410","2005-2009","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",87728,"Marin County, California",1569
"G0600430","2005-2009","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043","Mariposa County, California",47808,"Mariposa County, California",6551
"G0600450","2005-2009","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",43404,"Mendocino County, California",1169
"G0600470","2005-2009","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",43848,"Merced County, California",1324
"G0600490","2005-2009","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049","Modoc County, California",34007,"Modoc County, California",2086
"G0600510","2005-2009","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051","Mono County, California",51970,"Mono County, California",4174
"G0600530","2005-2009","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",59693,"Monterey County, California",1049
"G0600550","2005-2009","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",68416,"Napa County, California",3096
"G0600570","2005-2009","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",58186,"Nevada County, California",1850
"G0600590","2005-2009","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",73738,"Orange County, California",438
"G0600610","2005-2009","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",73550,"Placer County, California",1336
"G0600630","2005-2009","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063","Plumas County, California",44727,"Plumas County, California",2789
"G0600650","2005-2009","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",58155,"Riverside County, California",455
"G0600670","2005-2009","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",56799,"Sacramento County, California",501
"G0600690","2005-2009","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069","San Benito County, California",68567,"San Benito County, California",5086
"G0600710","2005-2009","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",55461,"San Bernardino County, California",538
"G0600730","2005-2009","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",62901,"San Diego County, California",455
"G0600750","2005-2009","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",70040,"San Francisco County, California",1023
"G0600770","2005-2009","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",54540,"San Joaquin County, California",734
"G0600790","2005-2009","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",55555,"San Luis Obispo County, California",1442
"G0600810","2005-2009","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",84426,"San Mateo County, California",1031
"G0600830","2005-2009","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",59350,"Santa Barbara County, California",1060
"G0600850","2005-2009","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",85569,"Santa Clara County, California",864
"G0600870","2005-2009","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",64349,"Santa Cruz County, California",1232
"G0600890","2005-2009","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",44755,"Shasta County, California",1198
"G0600910","2005-2009","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091","Sierra County, California",53750,"Sierra County, California",8418
"G0600930","2005-2009","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093","Siskiyou County, California",37938,"Siskiyou County, California",1598
"G0600950","2005-2009","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",67920,"Solano County, California",1215
"G0600970","2005-2009","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",63848,"Sonoma County, California",1070
"G0600990","2005-2009","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",51529,"Stanislaus County, California",978
"G0601010","2005-2009","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",52155,"Sutter County, California",1631
"G0601030","2005-2009","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",36949,"Tehama County, California",1028
"G0601050","2005-2009","CA",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105","Trinity County, California",35551,"Trinity County, California",3186
"G0601070","2005-2009","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",43164,"Tulare County, California",884
"G0601090","2005-2009","CA",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109","Tuolumne County, California",48354,"Tuolumne County, California",3255
"G0601110","2005-2009","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",74828,"Ventura County, California",968
"G0601130","2005-2009","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",56232,"Yolo County, California",1414
"G0601150","2005-2009","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",46410,"Yuba County, California",1866
"G0800010","2005-2009","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",55258,"Adams County, Colorado",948
"G0800030","2005-2009","CO",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08003","Alamosa County, Colorado",32362,"Alamosa County, Colorado",3699
"G0800050","2005-2009","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",58968,"Arapahoe County, Colorado",738
"G0800070","2005-2009","CO",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08007","Archuleta County, Colorado",54909,"Archuleta County, Colorado",7431
"G0800090","2005-2009","CO",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08009","Baca County, Colorado",33504,"Baca County, Colorado",3400
"G0800110","2005-2009","CO",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08011","Bent County, Colorado",35647,"Bent County, Colorado",5483
"G0800130","2005-2009","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",65040,"Boulder County, Colorado",1250
