GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,NAME_M,ALWVM001,ALWVM002,ALWVM003,ALWVM004,ALWVM005,ALWVM006,ALWVM007,ALWVM008
"G1300370","2015-2019","GA",,,"Georgia","13","Calhoun County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13037",,,"Calhoun County, Georgia",4412,490,714,381,459,342,204,1822,"Calhoun County, Georgia",174,163,201,151,179,153,149,277
"G1300390","2015-2019","GA",,,"Georgia","13","Camden County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13039",,,"Camden County, Georgia",51251,4198,3763,2096,2718,4031,1010,33435,"Camden County, Georgia",298,799,778,612,745,743,401,1242
"G1300430","2015-2019","GA",,,"Georgia","13","Candler County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13043",,,"Candler County, Georgia",10526,1827,1414,866,618,821,251,4729,"Candler County, Georgia",100,457,381,328,226,443,111,512
"G1300450","2015-2019","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13045",,,"Carroll County, Georgia",113379,8080,11538,5730,5891,7292,3342,71506,"Carroll County, Georgia",384,1366,1472,1211,1117,1011,850,2323
"G1300470","2015-2019","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13047",,,"Catoosa County, Georgia",65979,2533,3983,2483,3262,4493,3136,46089,"Catoosa County, Georgia",220,711,790,611,873,978,865,1671
"G1300490","2015-2019","GA",,,"Georgia","13","Charlton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13049",,,"Charlton County, Georgia",11825,1493,1484,958,826,643,460,5961,"Charlton County, Georgia",232,499,475,403,446,247,427,637
"G1300510","2015-2019","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13051",,,"Chatham County, Georgia",275812,20174,21355,14091,12705,16139,8923,182425,"Chatham County, Georgia",1075,1568,1692,1523,1458,1863,1174,3395
"G1300530","2015-2019","GA",,,"Georgia","13","Chattahoochee County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13053",,,"Chattahoochee County, Georgia",7161,766,652,491,594,725,189,3744,"Chattahoochee County, Georgia",482,333,255,205,240,226,101,495
"G1300550","2015-2019","GA",,,"Georgia","13","Chattooga County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13055",,,"Chattooga County, Georgia",22778,1403,3012,2030,1656,2520,1194,10963,"Chattooga County, Georgia",323,295,574,536,389,513,412,845
"G1300570","2015-2019","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13057",,,"Cherokee County, Georgia",245524,7900,10456,7845,5716,12108,5340,196159,"Cherokee County, Georgia",334,1299,1814,1510,970,1692,1314,2945
"G1300590","2015-2019","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13059",,,"Clarke County, Georgia",115200,19021,15125,8464,6209,7499,2505,56377,"Clarke County, Georgia",650,1361,1694,1453,1028,994,675,1422
"G1300610","2015-2019","GA",,,"Georgia","13","Clay County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13061",,,"Clay County, Georgia",2898,413,731,289,125,266,91,983,"Clay County, Georgia",75,188,255,134,97,164,117,209
"G1300630","2015-2019","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13063",,,"Clayton County, Georgia",277434,22119,29406,19858,18630,27248,11080,149093,"Clayton County, Georgia",727,2235,2590,2295,2640,2703,1748,4000
"G1300650","2015-2019","GA",,,"Georgia","13","Clinch County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13065",,,"Clinch County, Georgia",6594,1928,721,371,524,232,53,2765,"Clinch County, Georgia",71,415,236,188,279,135,52,386
"G1300670","2015-2019","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13067",,,"Cobb County, Georgia",739621,31445,35874,26841,28934,37977,18890,559660,"Cobb County, Georgia",828,2277,2927,3029,2574,3025,2436,4822
"G1300690","2015-2019","GA",,,"Georgia","13","Coffee County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13069",,,"Coffee County, Georgia",39031,3493,4293,3392,2523,4108,1256,19966,"Coffee County, Georgia",598,828,949,710,585,1003,504,1425
"G1300710","2015-2019","GA",,,"Georgia","13","Colquitt County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13071",,,"Colquitt County, Georgia",44708,5433,5691,4169,2734,3463,1192,22026,"Colquitt County, Georgia",287,1072,840,913,640,684,387,1228
"G1300730","2015-2019","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13073",,,"Columbia County, Georgia",149750,5050,6123,3210,4213,4932,2636,123586,"Columbia County, Georgia",303,1048,1153,837,1423,1080,856,2681
"G1300750","2015-2019","GA",,,"Georgia","13","Cook County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13075",,,"Cook County, Georgia",16872,1763,2288,1141,953,1269,723,8735,"Cook County, Georgia",179,507,473,293,283,352,267,658
"G1300770","2015-2019","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13077",,,"Coweta County, Georgia",142258,7129,8062,4191,4375,8567,3246,106688,"Coweta County, Georgia",306,1133,1428,925,983,1330,777,2012
"G1300790","2015-2019","GA",,,"Georgia","13","Crawford County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13079",,,"Crawford County, Georgia",12181,1301,1129,577,687,619,823,7045,"Crawford County, Georgia",108,419,342,289,343,281,343,703
"G1300810","2015-2019","GA",,,"Georgia","13","Crisp County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13081",,,"Crisp County, Georgia",22229,2688,4397,2054,1475,1010,594,10011,"Crisp County, Georgia",170,763,1153,677,665,326,243,834
"G1300830","2015-2019","GA",,,"Georgia","13","Dade County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13083",,,"Dade County, Georgia",14819,794,1229,886,794,1340,551,9225,"Dade County, Georgia",290,231,343,359,315,409,201,558
"G1300850","2015-2019","GA",,,"Georgia","13","Dawson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13085",,,"Dawson County, Georgia",24277,1074,1010,888,390,2648,457,17810,"Dawson County, Georgia",127,401,482,378,209,766,230,1031
"G1300870","2015-2019","GA",,,"Georgia","13","Decatur County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13087",,,"Decatur County, Georgia",25476,3134,3069,1682,934,1895,567,14195,"Decatur County, Georgia",211,644,599,575,400,487,304,1062
"G1300890","2015-2019","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13089",,,"DeKalb County, Georgia",735419,45831,65351,35401,33852,45299,21891,487794,"DeKalb County, Georgia",1059,3089,3940,2713,2740,3414,2725,5616
"G1300910","2015-2019","GA",,,"Georgia","13","Dodge County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13091",,,"Dodge County, Georgia",18692,1727,2348,1221,1629,958,1120,9689,"Dodge County, Georgia",706,405,430,390,516,309,549,928
"G1300930","2015-2019","GA",,,"Georgia","13","Dooly County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13093",,,"Dooly County, Georgia",12374,1007,1977,739,333,1346,440,6532,"Dooly County, Georgia",428,378,498,336,148,457,227,809
"G1300950","2015-2019","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13095",,,"Dougherty County, Georgia",85812,12158,12238,4908,5297,6403,3389,41419,"Dougherty County, Georgia",858,1469,1088,851,961,1087,756,1433
"G1300970","2015-2019","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13097",,,"Douglas County, Georgia",141635,8144,10013,6686,6309,7288,3862,99333,"Douglas County, Georgia",374,1638,1714,1305,1368,1085,964,2563
"G1300990","2015-2019","GA",,,"Georgia","13","Early County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13099",,,"Early County, Georgia",10107,1440,1646,844,456,650,560,4511,"Early County, Georgia",93,370,351,313,169,170,247,338
"G1301010","2015-2019","GA",,,"Georgia","13","Echols County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13101",,,"Echols County, Georgia",3981,481,479,133,227,300,104,2257,"Echols County, Georgia",13,192,220,78,199,139,94,289
"G1301030","2015-2019","GA",,,"Georgia","13","Effingham County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13103",,,"Effingham County, Georgia",59845,1873,3200,2035,2130,2932,1477,46198,"Effingham County, Georgia",236,402,798,597,603,618,490,1265
"G1301050","2015-2019","GA",,,"Georgia","13","Elbert County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13105",,,"Elbert County, Georgia",18892,1558,2471,1660,922,1537,708,10036,"Elbert County, Georgia",72,365,514,471,299,366,326,773
"G1301070","2015-2019","GA",,,"Georgia","13","Emanuel County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13107",,,"Emanuel County, Georgia",21637,2168,2617,1716,1298,2004,843,10991,"Emanuel County, Georgia",233,541,531,592,408,531,338,796
"G1301090","2015-2019","GA",,,"Georgia","13","Evans County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13109",,,"Evans County, Georgia",10153,1162,1568,734,732,449,462,5046,"Evans County, Georgia",99,342,386,296,318,189,226,550
"G1301110","2015-2019","GA",,,"Georgia","13","Fannin County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13111",,,"Fannin County, Georgia",25051,1261,1848,1070,1527,2450,557,16338,"Fannin County, Georgia",148,352,373,446,540,519,240,765
"G1301130","2015-2019","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13113",,,"Fayette County, Georgia",111314,2321,3846,2796,3427,4765,1990,92169,"Fayette County, Georgia",286,612,780,660,819,837,550,1696
"G1301150","2015-2019","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13115",,,"Floyd County, Georgia",93107,5420,11702,6704,4096,7033,3110,55042,"Floyd County, Georgia",393,999,1557,1086,904,1072,730,1908
"G1301170","2015-2019","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13117",,,"Forsyth County, Georgia",227535,5821,7116,3080,4446,7502,3711,195859,"Forsyth County, Georgia",180,988,1149,527,793,1360,910,2488
"G1301190","2015-2019","GA",,,"Georgia","13","Franklin County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13119",,,"Franklin County, Georgia",22176,2380,2704,1015,1075,1496,751,12755,"Franklin County, Georgia",134,539,573,352,373,496,263,844
"G1301210","2015-2019","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13121",,,"Fulton County, Georgia",1003924,68873,75351,41148,34776,49324,20882,713570,"Fulton County, Georgia",1443,3525,4514,3061,3184,3307,2251,7554
"G1301230","2015-2019","GA",,,"Georgia","13","Gilmer County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13123",,,"Gilmer County, Georgia",30138,1671,3388,1377,1895,1842,1246,18719,"Gilmer County, Georgia",150,648,752,437,548,455,511,1053
"G1301250","2015-2019","GA",,,"Georgia","13","Glascock County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13125",,,"Glascock County, Georgia",2915,149,401,94,207,105,28,1931,"Glascock County, Georgia",81,82,178,52,107,49,21,224
"G1301270","2015-2019","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13127",,,"Glynn County, Georgia",83183,6580,8512,3335,3563,6070,2215,52908,"Glynn County, Georgia",333,1052,1198,826,763,1249,714,1891
"G1301290","2015-2019","GA",,,"Georgia","13","Gordon County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13129",,,"Gordon County, Georgia",56476,3853,6333,2993,4190,5603,1874,31630,"Gordon County, Georgia",195,940,1203,800,947,1155,591,1615
"G1301310","2015-2019","GA",,,"Georgia","13","Grady County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13131",,,"Grady County, Georgia",24517,2422,3068,1272,1763,2224,443,13325,"Grady County, Georgia",173,826,789,424,509,650,260,919
"G1301330","2015-2019","GA",,,"Georgia","13","Greene County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13133",,,"Greene County, Georgia",17173,1252,2101,939,1111,1036,687,10047,"Greene County, Georgia",65,490,427,327,376,250,280,503
"G1301350","2015-2019","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13135",,,"Gwinnett County, Georgia",908600,39853,57153,39604,41756,62471,26573,641190,"Gwinnett County, Georgia",846,2966,4123,4027,3752,3994,3540,6126
"G1301370","2015-2019","GA",,,"Georgia","13","Habersham County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13137",,,"Habersham County, Georgia",42296,2307,4074,2107,2147,4261,1227,26173,"Habersham County, Georgia",420,487,816,533,602,777,395,1250
"G1301390","2015-2019","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13139",,,"Hall County, Georgia",196852,10508,16924,9088,9839,14154,5769,130570,"Hall County, Georgia",266,1806,1861,1403,1335,1868,877,2800
"G1301410","2015-2019","GA",,,"Georgia","13","Hancock County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13141",,,"Hancock County, Georgia",6045,512,828,478,536,505,320,2866,"Hancock County, Georgia",691,286,286,271,186,266,211,633
"G1301430","2015-2019","GA",,,"Georgia","13","Haralson County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13143",,,"Haralson County, Georgia",28722,1817,2457,1541,1525,2200,761,18421,"Haralson County, Georgia",192,503,672,459,459,538,320,1077
"G1301450","2015-2019","GA",,,"Georgia","13","Harris County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13145",,,"Harris County, Georgia",33537,1057,1022,1044,1188,2352,517,26357,"Harris County, Georgia",180,347,417,338,473,677,297,1031
"G1301470","2015-2019","GA",,,"Georgia","13","Hart County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13147",,,"Hart County, Georgia",24802,1669,2081,1928,2052,1889,1159,14024,"Hart County, Georgia",189,528,616,478,574,555,568,984
"G1301490","2015-2019","GA",,,"Georgia","13","Heard County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13149",,,"Heard County, Georgia",11500,607,1040,646,541,928,315,7423,"Heard County, Georgia",105,197,345,269,212,348,182,522
"G1301510","2015-2019","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13151",,,"Henry County, Georgia",223892,8746,10324,7040,11706,11061,7140,167875,"Henry County, Georgia",279,1469,1688,1777,1867,1693,1376,3213
"G1301530","2015-2019","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13153",,,"Houston County, Georgia",151261,10816,10249,5898,8124,9328,2845,104001,"Houston County, Georgia",443,1592,1460,1072,1441,1564,880,2499
"G1301550","2015-2019","GA",,,"Georgia","13","Irwin County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13155",,,"Irwin County, Georgia",9159,1152,1034,678,622,762,140,4771,"Irwin County, Georgia",57,458,492,270,352,291,100,477
"G1301570","2015-2019","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13157",,,"Jackson County, Georgia",67035,3506,4058,2593,3179,3981,2311,47407,"Jackson County, Georgia",234,744,796,564,919,694,662,1417
"G1301590","2015-2019","GA",,,"Georgia","13","Jasper County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13159",,,"Jasper County, Georgia",13644,1103,1012,864,1101,1069,589,7906,"Jasper County, Georgia",155,327,313,401,449,358,263,696
"G1301610","2015-2019","GA",,,"Georgia","13","Jeff Davis County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13161",,,"Jeff Davis County, Georgia",14967,1753,1545,895,2548,1338,488,6400,"Jeff Davis County, Georgia",71,512,566,470,766,524,236,799
"G1301630","2015-2019","GA",,,"Georgia","13","Jefferson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13163",,,"Jefferson County, Georgia",15069,1885,1826,916,1116,1481,622,7223,"Jefferson County, Georgia",164,489,398,280,376,408,319,629
"G1301650","2015-2019","GA",,,"Georgia","13","Jenkins County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13165",,,"Jenkins County, Georgia",8717,1468,1187,970,570,571,403,3548,"Jenkins County, Georgia",59,568,442,404,317,253,352,676
"G1301670","2015-2019","GA",,,"Georgia","13","Johnson County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13167",,,"Johnson County, Georgia",9038,876,1167,439,577,700,500,4779,"Johnson County, Georgia",816,262,313,184,248,301,253,620
"G1301690","2015-2019","GA",,,"Georgia","13","Jones County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13169",,,"Jones County, Georgia",28291,2475,1492,1786,1429,1179,990,18940,"Jones County, Georgia",131,672,507,638,440,453,388,1021
"G1301710","2015-2019","GA",,,"Georgia","13","Lamar County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13171",,,"Lamar County, Georgia",17246,1815,1400,987,257,1461,558,10768,"Lamar County, Georgia",396,560,501,357,104,522,294,910
"G1301730","2015-2019","GA",,,"Georgia","13","Lanier County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13173",,,"Lanier County, Georgia",9987,1278,1031,554,642,683,405,5394,"Lanier County, Georgia",156,426,483,304,348,426,241,778
"G1301750","2015-2019","GA",,,"Georgia","13","Laurens County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13175",,,"Laurens County, Georgia",46288,6699,5840,2210,2513,4308,1805,22913,"Laurens County, Georgia",242,1174,975,501,612,705,494,1330
"G1301770","2015-2019","GA",,,"Georgia","13","Lee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13177",,,"Lee County, Georgia",28453,1349,2283,847,669,1659,311,21335,"Lee County, Georgia",166,340,758,344,328,684,184,1074
"G1301790","2015-2019","GA",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13179",,,"Liberty County, Georgia",59134,3888,5522,3388,4864,5766,2731,32975,"Liberty County, Georgia",426,708,1006,783,1074,846,670,1598
"G1301810","2015-2019","GA",,,"Georgia","13","Lincoln County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13181",,,"Lincoln County, Georgia",7760,761,839,326,399,742,335,4358,"Lincoln County, Georgia",68,299,218,131,169,320,189,383
"G1301830","2015-2019","GA",,,"Georgia","13","Long County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13183",,,"Long County, Georgia",18431,1748,1733,1370,1057,1581,759,10183,"Long County, Georgia",138,602,629,492,439,728,478,1100
"G1301850","2015-2019","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13185",,,"Lowndes County, Georgia",111150,15767,11353,6052,5598,8770,3998,59612,"Lowndes County, Georgia",339,1745,1557,1179,1126,1272,919,1870
"G1301870","2015-2019","GA",,,"Georgia","13","Lumpkin County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13187",,,"Lumpkin County, Georgia",30945,1931,2733,1868,1916,1343,1328,19826,"Lumpkin County, Georgia",171,564,815,687,551,499,467,1069
"G1301890","2015-2019","GA",,,"Georgia","13","McDuffie County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13189",,,"McDuffie County, Georgia",21184,1680,3395,914,1871,1420,326,11578,"McDuffie County, Georgia",136,541,761,417,615,398,167,843
"G1301910","2015-2019","GA",,,"Georgia","13","McIntosh County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13191",,,"McIntosh County, Georgia",13967,884,1581,605,619,1067,325,8886,"McIntosh County, Georgia",129,309,503,318,251,475,236,732
"G1301930","2015-2019","GA",,,"Georgia","13","Macon County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13193",,,"Macon County, Georgia",11253,1167,1698,1248,483,1020,259,5378,"Macon County, Georgia",244,348,382,443,156,354,158,520
"G1301950","2015-2019","GA",,,"Georgia","13","Madison County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13195",,,"Madison County, Georgia",28934,2179,2774,1861,1365,2013,1460,17282,"Madison County, Georgia",118,647,678,567,398,485,557,1116
"G1301970","2015-2019","GA",,,"Georgia","13","Marion County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13197",,,"Marion County, Georgia",8312,681,706,545,666,687,83,4944,"Marion County, Georgia",91,244,257,230,270,266,55,453
"G1301990","2015-2019","GA",,,"Georgia","13","Meriwether County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13199",,,"Meriwether County, Georgia",20980,2238,2568,1691,945,2799,919,9820,"Meriwether County, Georgia",82,508,608,515,304,772,345,893
"G1302010","2015-2019","GA",,,"Georgia","13","Miller County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13201",,,"Miller County, Georgia",5606,421,794,287,347,344,197,3216,"Miller County, Georgia",106,151,269,131,152,144,114,338
"G1302050","2015-2019","GA",,,"Georgia","13","Mitchell County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13205",,,"Mitchell County, Georgia",19864,2138,2454,1586,1500,1643,1055,9488,"Mitchell County, Georgia",321,592,591,508,409,363,294,780
"G1302070","2015-2019","GA",,,"Georgia","13","Monroe County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13207",,,"Monroe County, Georgia",26089,1744,1881,713,1332,2324,588,17507,"Monroe County, Georgia",228,481,670,328,643,660,236,1035
"G1302090","2015-2019","GA",,,"Georgia","13","Montgomery County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13209",,,"Montgomery County, Georgia",8246,712,817,455,611,745,166,4740,"Montgomery County, Georgia",185,259,238,186,245,243,86,372
"G1302110","2015-2019","GA",,,"Georgia","13","Morgan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US13211",,,"Morgan County, Georgia",18218,801,880,480,501,1374,244,13938,"Morgan County, Georgia",155,326,289,364,192,487,141,743
