GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABDJE001,ABDJE002,ABDJE003,ABDJE004,ABDJE005,ABDJE006,ABDJE007,ABDJE008,NAME_M,ABDJM001,ABDJM002,ABDJM003,ABDJM004,ABDJM005,ABDJM006,ABDJM007,ABDJM008
"G4600470","2010-2014","SD",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46047",,,"Fall River County, South Dakota",6636,518,668,275,220,544,257,4154,"Fall River County, South Dakota",85,190,247,81,96,182,124,323
"G4600490","2010-2014","SD",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46049",,,"Faulk County, South Dakota",2300,158,170,254,131,167,59,1361,"Faulk County, South Dakota",70,112,133,170,62,71,51,207
"G4600510","2010-2014","SD",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46051",,,"Grant County, South Dakota",7190,215,480,334,451,338,286,5086,"Grant County, South Dakota",76,82,185,194,184,166,153,308
"G4600530","2010-2014","SD",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46053",,,"Gregory County, South Dakota",4187,303,504,222,297,316,152,2393,"Gregory County, South Dakota",39,63,113,70,90,77,62,144
"G4600550","2010-2014","SD",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46055",,,"Haakon County, South Dakota",2047,104,207,165,101,180,45,1245,"Haakon County, South Dakota",100,72,118,67,71,89,36,133
"G4600570","2010-2014","SD",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46057",,,"Hamlin County, South Dakota",5794,105,270,393,434,619,174,3799,"Hamlin County, South Dakota",94,38,83,183,157,155,64,276
"G4600590","2010-2014","SD",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46059",,,"Hand County, South Dakota",3290,123,207,121,176,251,151,2261,"Hand County, South Dakota",141,50,76,48,74,106,100,176
"G4600610","2010-2014","SD",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46061",,,"Hanson County, South Dakota",3382,235,264,159,188,210,61,2265,"Hanson County, South Dakota",10,105,103,113,87,90,38,163
"G4600630","2010-2014","SD",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46063",,,"Harding County, South Dakota",1225,64,144,58,38,59,45,817,"Harding County, South Dakota",115,38,49,44,29,31,25,109
"G4600650","2010-2014","SD",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46065",,,"Hughes County, South Dakota",16315,605,1073,524,484,769,402,12458,"Hughes County, South Dakota",285,195,385,207,171,271,265,506
"G4600670","2010-2014","SD",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46067",,,"Hutchinson County, South Dakota",6958,395,545,323,294,541,209,4651,"Hutchinson County, South Dakota",118,123,177,142,100,161,84,279
"G4600690","2010-2014","SD",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46069",,,"Hyde County, South Dakota",1424,56,61,64,30,10,24,1179,"Hyde County, South Dakota",101,43,46,29,22,11,17,118
"G4600710","2010-2014","SD",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46071",,,"Jackson County, South Dakota",3132,286,577,272,158,253,81,1505,"Jackson County, South Dakota",51,214,228,151,88,124,74,222
"G4600730","2010-2014","SD",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46073",,,"Jerauld County, South Dakota",1989,71,140,72,114,112,95,1385,"Jerauld County, South Dakota",32,42,59,52,42,53,69,112
"G4600750","2010-2014","SD",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46075",,,"Jones County, South Dakota",805,23,49,63,18,98,15,539,"Jones County, South Dakota",98,18,35,33,18,54,14,88
"G4600770","2010-2014","SD",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46077",,,"Kingsbury County, South Dakota",5041,190,279,214,153,244,170,3791,"Kingsbury County, South Dakota",58,127,70,76,59,94,64,183
"G4600790","2010-2014","SD",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46079",,,"Lake County, South Dakota",11152,589,1017,598,405,645,117,7781,"Lake County, South Dakota",203,220,318,277,197,251,67,385
"G4600810","2010-2014","SD",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46081",,,"Lawrence County, South Dakota",23603,1484,2017,628,956,2149,915,15454,"Lawrence County, South Dakota",138,314,464,207,274,566,252,734
"G4600830","2010-2014","SD",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46083",,,"Lincoln County, South Dakota",47905,1073,1094,1369,1392,1830,1187,39960,"Lincoln County, South Dakota",154,313,404,563,516,482,414,1132
"G4600850","2010-2014","SD",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46085",,,"Lyman County, South Dakota",3799,290,427,226,277,290,80,2209,"Lyman County, South Dakota",23,85,94,66,97,83,44,163
"G4600870","2010-2014","SD",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46087",,,"McCook County, South Dakota",5451,101,332,229,311,527,179,3772,"McCook County, South Dakota",97,40,132,75,104,126,62,216
"G4600890","2010-2014","SD",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46089",,,"McPherson County, South Dakota",2311,207,287,78,112,173,81,1373,"McPherson County, South Dakota",126,149,136,67,80,76,57,184
"G4600910","2010-2014","SD",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46091",,,"Marshall County, South Dakota",4578,371,324,157,241,171,106,3208,"Marshall County, South Dakota",60,149,154,63,96,59,57,160
"G4600930","2010-2014","SD",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46093",,,"Meade County, South Dakota",25245,1003,1443,1175,867,1659,737,18361,"Meade County, South Dakota",111,305,432,469,297,412,330,790
"G4600950","2010-2014","SD",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46095",,,"Mellette County, South Dakota",2034,410,360,86,107,141,59,871,"Mellette County, South Dakota",46,179,120,54,63,68,55,133
"G4600970","2010-2014","SD",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46097",,,"Miner County, South Dakota",2269,42,209,107,117,180,55,1559,"Miner County, South Dakota",65,27,93,66,47,78,35,129
"G4600990","2010-2014","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46099",,,"Minnehaha County, South Dakota",171392,9053,10920,7098,7779,10990,4029,121523,"Minnehaha County, South Dakota",541,990,1270,997,1038,1234,665,1872
"G4601010","2010-2014","SD",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46101",,,"Moody County, South Dakota",6375,413,501,212,526,601,163,3959,"Moody County, South Dakota",73,165,155,100,197,150,78,243
"G4601030","2010-2014","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46103",,,"Pennington County, South Dakota",101617,5267,7693,5663,4049,8251,3350,67344,"Pennington County, South Dakota",566,732,796,732,709,1105,728,1752
"G4601050","2010-2014","SD",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46105",,,"Perkins County, South Dakota",2966,186,227,185,156,310,44,1858,"Perkins County, South Dakota",124,79,71,77,54,91,28,149
"G4601070","2010-2014","SD",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46107",,,"Potter County, South Dakota",2220,82,193,79,127,208,25,1506,"Potter County, South Dakota",115,43,62,32,42,67,23,146
"G4601090","2010-2014","SD",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46109",,,"Roberts County, South Dakota",10046,878,1259,573,345,726,273,5992,"Roberts County, South Dakota",106,186,251,164,98,144,99,318
"G4601110","2010-2014","SD",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46111",,,"Sanborn County, South Dakota",2296,105,183,94,138,119,42,1615,"Sanborn County, South Dakota",36,117,61,38,56,55,29,141
"G4601130","2010-2014","SD",,,"South Dakota","46","Shannon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46113",,,"Shannon County, South Dakota",13816,3872,3399,946,1357,601,593,3048,"Shannon County, South Dakota",84,634,706,395,489,297,268,578
"G4601150","2010-2014","SD",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46115",,,"Spink County, South Dakota",6341,379,376,311,398,394,145,4338,"Spink County, South Dakota",96,153,139,135,119,123,70,240
"G4601170","2010-2014","SD",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46117",,,"Stanley County, South Dakota",2951,179,119,69,81,205,90,2208,"Stanley County, South Dakota",32,134,77,39,67,103,65,164
"G4601190","2010-2014","SD",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46119",,,"Sully County, South Dakota",1445,13,47,52,23,101,19,1190,"Sully County, South Dakota",112,15,28,42,17,65,20,127
"G4601210","2010-2014","SD",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46121",,,"Todd County, South Dakota",9557,2250,2217,800,421,907,317,2645,"Todd County, South Dakota",121,413,372,288,179,290,128,359
"G4601230","2010-2014","SD",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46123",,,"Tripp County, South Dakota",5381,397,842,454,65,352,82,3189,"Tripp County, South Dakota",63,154,191,155,37,135,73,253
"G4601250","2010-2014","SD",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46125",,,"Turner County, South Dakota",8159,364,455,261,397,501,364,5817,"Turner County, South Dakota",69,112,98,90,109,106,126,226
"G4601270","2010-2014","SD",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46127",,,"Union County, South Dakota",14545,195,450,383,378,725,340,12074,"Union County, South Dakota",78,106,120,119,132,171,137,326
"G4601290","2010-2014","SD",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46129",,,"Walworth County, South Dakota",5283,144,450,184,260,323,231,3691,"Walworth County, South Dakota",105,73,173,95,205,113,106,292
"G4601350","2010-2014","SD",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46135",,,"Yankton County, South Dakota",20888,1224,1641,827,767,1885,572,13972,"Yankton County, South Dakota",312,340,385,302,246,493,248,672
"G4601370","2010-2014","SD",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46137",,,"Ziebach County, South Dakota",2801,653,475,226,227,189,54,977,"Ziebach County, South Dakota",28,98,99,65,100,70,36,84
"G4700010","2010-2014","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47001",,,"Anderson County, Tennessee",74172,5292,7367,3368,4633,5300,2497,45715,"Anderson County, Tennessee",237,803,1182,669,883,884,666,1635
"G4700030","2010-2014","TN",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47003",,,"Bedford County, Tennessee",44960,4107,5401,3879,2499,3830,1141,24103,"Bedford County, Tennessee",287,1045,903,882,571,1017,463,1166
"G4700050","2010-2014","TN",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47005",,,"Benton County, Tennessee",16143,1386,2135,1170,1109,1570,459,8314,"Benton County, Tennessee",72,337,493,318,275,370,226,596
"G4700070","2010-2014","TN",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47007",,,"Bledsoe County, Tennessee",12017,1152,1443,1066,737,1540,392,5687,"Bledsoe County, Tennessee",123,316,355,358,274,431,231,619
"G4700090","2010-2014","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47009",,,"Blount County, Tennessee",122097,6995,10631,6209,7346,9054,3889,77973,"Blount County, Tennessee",408,957,1251,1156,1176,1344,742,1963
"G4700110","2010-2014","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47011",,,"Bradley County, Tennessee",97429,7349,11914,5290,6242,7290,3419,55925,"Bradley County, Tennessee",498,987,1231,888,1054,999,726,1692
"G4700130","2010-2014","TN",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47013",,,"Campbell County, Tennessee",39726,3152,5827,3161,2789,4141,1156,19500,"Campbell County, Tennessee",237,590,880,758,634,617,304,1245
"G4700150","2010-2014","TN",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47015",,,"Cannon County, Tennessee",13598,1061,1401,851,1053,1201,530,7501,"Cannon County, Tennessee",116,346,327,326,300,388,187,703
"G4700170","2010-2014","TN",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47017",,,"Carroll County, Tennessee",27567,2530,2816,1779,1586,2826,942,15088,"Carroll County, Tennessee",194,565,451,470,451,648,283,819
"G4700190","2010-2014","TN",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47019",,,"Carter County, Tennessee",55546,5437,7623,3758,4234,4293,2214,27987,"Carter County, Tennessee",293,775,935,591,664,595,383,991
"G4700210","2010-2014","TN",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47021",,,"Cheatham County, Tennessee",38902,2297,3585,2631,892,3693,981,24823,"Cheatham County, Tennessee",126,454,688,664,262,857,394,1127
"G4700230","2010-2014","TN",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47023",,,"Chester County, Tennessee",16133,1312,1917,797,957,1215,542,9393,"Chester County, Tennessee",197,354,463,307,379,421,310,779
"G4700250","2010-2014","TN",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47025",,,"Claiborne County, Tennessee",30602,3056,4286,1884,1909,2792,1165,15510,"Claiborne County, Tennessee",243,743,547,475,462,583,378,883
"G4700270","2010-2014","TN",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47027",,,"Clay County, Tennessee",7711,711,973,1025,388,868,115,3631,"Clay County, Tennessee",73,244,325,351,175,276,83,425
"G4700290","2010-2014","TN",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47029",,,"Cocke County, Tennessee",35023,4577,5170,2662,2372,2790,702,16750,"Cocke County, Tennessee",160,922,728,535,512,611,263,1210
"G4700310","2010-2014","TN",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47031",,,"Coffee County, Tennessee",52480,4895,6278,3486,2195,4902,1959,28765,"Coffee County, Tennessee",178,915,1102,844,446,924,604,1246
"G4700330","2010-2014","TN",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47033",,,"Crockett County, Tennessee",14276,739,1810,1155,1189,962,466,7955,"Crockett County, Tennessee",126,184,354,242,282,197,180,453
"G4700350","2010-2014","TN",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47035",,,"Cumberland County, Tennessee",56220,4056,5150,3779,3678,5300,2611,31646,"Cumberland County, Tennessee",225,656,871,681,792,825,709,1307
"G4700370","2010-2014","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47037",,,"Davidson County, Tennessee",625529,53001,64755,31670,32032,44654,16922,382495,"Davidson County, Tennessee",1216,2755,3538,2244,2162,2545,1662,3865
"G4700390","2010-2014","TN",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47039",,,"Decatur County, Tennessee",11439,1111,1385,574,663,929,403,6374,"Decatur County, Tennessee",116,338,247,137,251,265,176,484
"G4700410","2010-2014","TN",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47041",,,"DeKalb County, Tennessee",18622,863,2810,1220,1153,1517,892,10167,"DeKalb County, Tennessee",159,258,680,354,388,518,342,792
"G4700430","2010-2014","TN",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47043",,,"Dickson County, Tennessee",49439,3348,3840,2929,3462,3432,2164,30264,"Dickson County, Tennessee",199,745,689,876,784,597,621,1205
"G4700450","2010-2014","TN",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47045",,,"Dyer County, Tennessee",37518,2229,3759,3161,2092,2220,1097,22960,"Dyer County, Tennessee",211,472,900,782,564,450,341,1351
"G4700470","2010-2014","TN",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47047",,,"Fayette County, Tennessee",38207,1656,3889,1766,1245,2063,1146,26442,"Fayette County, Tennessee",96,399,707,496,257,496,415,1000
"G4700490","2010-2014","TN",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47049",,,"Fentress County, Tennessee",17698,1486,2880,1572,1760,1630,1034,7336,"Fentress County, Tennessee",126,316,570,342,458,423,383,713
"G4700510","2010-2014","TN",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47051",,,"Franklin County, Tennessee",38954,2855,3346,2804,2036,3531,1014,23368,"Franklin County, Tennessee",333,587,750,696,510,616,266,1114
"G4700530","2010-2014","TN",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47053",,,"Gibson County, Tennessee",48593,3463,5930,3143,3766,3835,1193,27263,"Gibson County, Tennessee",239,638,1026,656,780,690,381,961
"G4700550","2010-2014","TN",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47055",,,"Giles County, Tennessee",28309,1828,3221,2063,1835,2860,666,15836,"Giles County, Tennessee",225,387,539,506,424,612,287,895
"G4700570","2010-2014","TN",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47057",,,"Grainger County, Tennessee",22443,1540,3219,1396,2021,2088,1080,11099,"Grainger County, Tennessee",183,498,582,421,510,442,378,752
"G4700590","2010-2014","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47059",,,"Greene County, Tennessee",66776,5117,9663,3981,3737,5191,2193,36894,"Greene County, Tennessee",277,662,1030,808,576,773,400,1332
"G4700610","2010-2014","TN",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47061",,,"Grundy County, Tennessee",13275,1335,2523,1100,1075,1186,597,5459,"Grundy County, Tennessee",156,291,335,367,317,260,222,554
"G4700630","2010-2014","TN",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47063",,,"Hamblen County, Tennessee",61850,5300,8294,3822,4042,4204,2202,33986,"Hamblen County, Tennessee",383,860,1007,746,868,890,660,1339
"G4700650","2010-2014","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47065",,,"Hamilton County, Tennessee",335452,23109,30589,16690,15803,24752,7715,216794,"Hamilton County, Tennessee",946,1453,2291,1626,1799,1913,876,3444
"G4700670","2010-2014","TN",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47067",,,"Hancock County, Tennessee",6532,651,1165,814,518,609,87,2688,"Hancock County, Tennessee",117,196,247,213,165,210,77,321
"G4700690","2010-2014","TN",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47069",,,"Hardeman County, Tennessee",23107,2319,3666,1573,1910,2166,949,10524,"Hardeman County, Tennessee",210,535,686,399,423,484,331,850
"G4700710","2010-2014","TN",,,"Tennessee","47","Hardin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47071",,,"Hardin County, Tennessee",25524,2116,3557,2496,2115,1943,962,12335,"Hardin County, Tennessee",237,401,630,496,575,428,388,765
"G4700730","2010-2014","TN",,,"Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47073",,,"Hawkins County, Tennessee",55939,4366,5145,3755,3889,4817,2324,31643,"Hawkins County, Tennessee",203,791,862,708,638,817,580,1024
"G4700750","2010-2014","TN",,,"Tennessee","47","Haywood County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47075",,,"Haywood County, Tennessee",18157,1303,2994,928,1995,1942,802,8193,"Haywood County, Tennessee",136,385,587,411,534,471,337,683
